survey_id,employee_id,survey_date,q_work_life_balance,q_manager_support,q_growth_opportunity,q_recognition,comment_text
10333,103,2023-01-03,5,3,4,3,These course item issue mind language himself rich until space during senior.
10334,104,2022-01-18,3,5,5,2,Various those customer rich red form reach today take.
10335,104,2022-09-14,5,1,1,3,Statement yourself at develop three order base my song that mind quite public sit.
10336,104,2022-07-17,2,1,4,1,Into clear cup nothing teach house direction imagine fall right worker.
10337,104,2021-02-23,4,4,4,5,Should through pass enough home pattern but.
10338,104,2022-02-05,1,2,4,2,Politics simply power wear too turn fine visit not front.
10339,104,2023-02-22,4,4,2,2,Buy high land guess mind film western citizen again price role position kitchen myself.
10340,104,2023-10-09,5,1,4,1,Water evening rule your forget ability pull prove program scene should child of.
10341,104,2023-10-07,2,1,1,1,Cup social at particular brother something wonder floor form compare available.
10342,105,2022-09-20,3,4,4,5,Commercial skill break choice painting civil reason minute.
10343,106,2021-06-20,2,3,1,1,Describe region hour dark organization near drop class around employee middle tough purpose.
10344,107,2023-03-30,2,2,5,4,Hand story under letter most order weight.
10345,107,2022-05-17,2,5,5,5,Avoid couple television ten environmental however resource send lay bank newspaper work.
10346,107,2021-05-17,4,3,5,4,Nor else thought several college ask prove stand yourself if article teach particular water left receive.
10347,107,2021-05-16,1,3,1,1,Go stay animal worker summer back including already actually generation take about fall try itself.
10348,107,2021-07-14,4,1,4,2,Up memory surface development all bad current site sing.
10349,108,2023-07-18,1,4,5,3,Know over term long woman peace though building once.
10350,108,2022-05-29,5,3,4,5,Today view agency lead attention fight boy as society.
10351,108,2022-07-05,3,1,3,5,Degree might air rather there run ready many easy since stuff so source today.
10352,108,2023-07-28,4,5,1,1,Position factor throw they station imagine smile drop space writer per situation serious lot those.
10353,108,2023-07-04,4,4,2,3,Issue wind though prove write really pattern front fly phone candidate.
10354,108,2021-01-08,3,5,5,3,Offer keep enjoy leave method make bed player environment return night court while west energy east.
10355,108,2023-04-26,3,3,5,2,Save book small nice forget around these matter human Republican identify language sport hair country.
10356,109,2021-12-31,3,3,1,2,Will think visit also cut commercial their others second away.
10357,109,2022-10-04,1,1,5,5,Player fear game election another coach mother top risk no create detail.
10358,110,2021-04-16,2,3,5,2,Attention shake already water organization red sing often me especially Mr wait onto.
10359,110,2022-02-23,2,2,1,4,Way order edge feeling so blood through positive hour federal war.
10360,110,2021-09-30,4,2,1,5,Morning enter book face position surface design eight officer song billion.
10361,110,2021-06-17,4,2,3,3,As health relate fight somebody mother might money here machine.
10362,111,2023-06-04,1,2,3,1,Shake late anything ready approach hour all usually face any product.
10363,112,2022-06-07,2,5,2,2,Should data father religious word middle loss writer perform story inside box drug cultural similar.
10364,112,2022-04-08,2,5,3,5,Decade contain should standard say recognize final upon report.
10365,112,2023-02-01,4,5,4,2,Exist serve he total response kid think while able blue industry as head near.
10366,112,2021-07-10,4,4,5,3,Success yourself among week our rule record.
10367,112,2021-08-18,2,1,4,2,Deep look benefit much share difference site present new history book beyond special rather effect occur.
10368,112,2023-12-24,1,1,1,2,Left short whether no act form determine society positive billion western.
10369,113,2021-08-30,3,5,4,2,World quite film age week modern foreign opportunity home possible treat.
10370,113,2023-03-13,3,4,4,3,International area eye pass positive actually oil cut.
10371,113,2022-11-22,5,2,3,3,Gas finally collection focus recognize meeting edge should even to mean.
10372,114,2023-03-24,4,5,3,5,Another both for mission reflect simple more run.
10373,114,2023-03-27,3,1,3,4,Treat bill similar public another see edge party market.
10374,114,2023-12-05,3,5,4,2,Dark born stock according past indicate common culture.
10375,115,2021-08-03,5,2,2,5,Stuff ahead religious close poor society professional lot make year sport question able fact total condition.
10376,116,2023-10-15,1,4,1,2,Gun current college some degree environmental again camera wish station.
10377,116,2023-08-10,5,1,5,3,Whether politics either job despite fly my political dark tend reduce spring ten after second.
10378,116,2021-12-07,3,3,3,5,Kitchen attention father PM beyond skin pay.
10379,117,2021-03-13,4,1,3,3,Gas process hospital difficult account federal worker attack beautiful view seem cost.
10380,117,2022-06-06,3,4,3,4,Tonight painting political into statement customer walk western without price order matter remain game today.
10381,118,2021-04-09,2,3,2,2,Account discover high accept thing subject alone whose option region international it population than billion.
10382,118,2021-05-22,4,1,5,4,Push white prove year its modern think.
10383,118,2021-08-19,1,2,5,2,Door right interview light throughout join least service participant truth.
10384,118,2021-10-08,3,3,1,4,Identify include major thought approach study case hair enter team institution much need better.
10385,118,2023-11-24,4,5,2,2,Upon bar customer religious behavior room before tonight clearly gas beat.
10386,118,2022-09-29,3,4,4,5,Industry computer owner tell never join form remember price similar suggest suddenly south.
10387,118,2023-04-16,1,2,2,1,Present hand heavy television thank response situation thank cup movie fear common protect campaign remain green.
10388,118,2023-05-12,5,4,4,2,Indicate culture possible health draw hand which drop weight process.
10389,119,2022-06-06,5,1,5,5,Few different mean bad image tree early hear eight.
10390,119,2021-11-19,3,1,5,1,Wait green but design catch throw garden model certainly range similar phone.
10391,119,2021-08-23,5,4,3,1,Cost report either town positive media reflect box drug movie best.
10392,120,2021-03-17,1,3,3,1,Many consider method again easy fight indicate interesting human for.
10393,120,2021-01-18,1,5,2,4,Including sit nor happen maintain official physical.
10394,120,2022-03-07,2,2,5,4,However television force there street support admit analysis good summer personal season onto.
10395,120,2021-06-13,5,2,1,3,Generation star beyond enough movement choice as matter.
10396,121,2022-12-13,1,2,2,1,Sell radio season suggest nation yet I kind resource participant hundred exactly hit social.
10397,121,2022-10-14,5,3,5,1,Go argue market ago population weight care cause style.
10398,121,2022-12-18,2,1,1,4,Challenge happy others provide never star enjoy affect bad safe manager daughter.
10399,121,2023-08-24,1,1,5,4,Low center even include inside watch poor suggest wait bank experience.
10400,121,2023-03-12,2,2,1,3,Tree card simple star edge art business chair young would drive bad then walk.
10401,122,2023-01-06,1,4,5,1,Control around responsibility training talk only enter discuss arrive interest ahead company condition staff chance.
10402,122,2023-01-10,5,4,2,4,Keep while purpose pull similar court how deep modern phone scene Democrat painting.
10403,123,2022-03-16,2,2,1,3,American national finally sit right section draw company.
10404,124,2022-02-05,5,1,3,4,Republican maybe commercial walk decision certain bank simply if.
10405,124,2023-06-26,5,5,2,3,Base word safe member one authority thing share itself seat west could.
10406,124,2023-07-10,1,5,4,1,Suggest focus cell professional smile office box question free some natural standard.
10407,124,2022-01-30,1,5,2,5,Story plant most state old deal understand ahead power good source agree small.
10408,124,2023-08-07,1,1,1,3,Commercial over second listen century consumer question and trade.
10409,124,2022-01-03,1,3,4,4,And information citizen somebody white employee mind chair couple.
10410,125,2023-08-29,4,2,4,3,Present feel thank form generation student bring upon friend raise hear mouth here Congress church.
10411,125,2022-03-02,4,2,2,5,Past civil world decade imagine base somebody want growth.
10412,125,2021-01-20,4,1,5,4,South manager support clear fill experience us assume production.
10413,126,2023-10-11,5,4,5,1,Appear best goal kind risk life your do every ahead left learn course participant.
10414,126,2021-03-25,4,1,4,5,Main great performance total establish step blue audience something work walk feeling.
10415,126,2021-04-01,4,1,3,4,Heavy defense whom pressure though cut sure everybody garden hand top every.
10416,126,2021-02-15,4,1,3,2,Tv for professor cost reason question hair.
10417,126,2021-09-26,3,5,4,3,Interview bad manager of why business dinner dog want.
10418,127,2023-06-06,1,1,3,1,Responsibility fly easy huge happen fall organization here.
10419,127,2021-10-10,4,2,1,4,Attack think bank pattern central beautiful PM care attorney leg begin provide owner.
10420,127,2023-07-24,3,4,2,3,Certainly teach road population his night thousand development itself data yet simple design so turn.
10421,127,2023-04-29,3,1,2,2,Election thus large person money write now keep land rate media ask world.
10422,128,2023-11-01,2,2,2,1,Drive human ball south glass level what opportunity strong home by large student.
10423,128,2021-05-17,4,1,4,2,Experience foot into majority score project public blue ability meeting mouth make thousand expect machine.
10424,128,2022-04-29,1,3,2,5,Company decision rise participant early shoulder serious again college reflect simply pick large board.
10425,129,2022-12-23,5,3,4,3,Always that treatment environmental us race of although.
10426,129,2023-09-26,3,4,1,4,Cold message personal discussion industry drive sing car born.
10427,130,2021-01-16,2,5,5,5,Industry usually day follow eat why all tend wife space hour.
10428,130,2023-07-03,4,1,5,4,Such pull test program road so world.
10429,130,2023-09-13,2,1,1,2,Manage difference end decision eye dog particularly Mrs training five others firm reality necessary how court.
10430,131,2023-08-21,2,1,5,3,Upon six similar tend owner south great common.
10431,131,2021-03-09,4,3,3,5,Avoid trip study him during tough book.
10432,131,2023-06-19,1,1,5,2,Week line power approach building tell set bill few keep information throughout indeed really it.
10433,131,2021-10-12,2,3,4,3,Son modern bar mission policy go these place trial.
10434,131,2021-12-28,1,1,4,5,Responsibility price guy put man whom spring red your surface discover across test.
