employee_id,review_date,review_cycle,overall_rating,goals_score,manager_score,potential_rating,bonus_percentage,promotion_recommendation,year,quarter
124,2022-06-15,Mid-Year,5,4.44,3.46,High,15,No,2022,2
124,2022-12-15,Annual,2,1.55,1.5,Medium,3,No,2022,4
124,2023-06-15,Mid-Year,3,2.76,2.78,High,6,No,2023,2
125,2021-12-15,Annual,4,2.9,3.53,Medium,10,No,2021,4
125,2022-06-15,Mid-Year,3,2.52,2.55,Medium,6,No,2022,2
125,2022-12-15,Annual,4,2.99,3.13,High,10,No,2022,4
125,2023-06-15,Mid-Year,3,2.72,3.26,High,6,No,2023,2
126,2021-12-15,Annual,2,1.78,2.62,Low,3,No,2021,4
126,2022-06-15,Mid-Year,3,1.79,2.31,Medium,6,No,2022,2
126,2022-12-15,Annual,3,2.47,2.49,Medium,6,No,2022,4
126,2023-06-15,Mid-Year,3,1.8,2.12,Medium,6,No,2023,2
128,2021-12-15,Annual,3,2.09,2.45,Medium,6,No,2021,4
128,2022-06-15,Mid-Year,3,2.89,2.31,Low,6,No,2022,2
128,2022-12-15,Annual,3,2.43,2.32,Medium,6,Yes,2022,4
128,2023-06-15,Mid-Year,5,3.52,4.7,Medium,15,No,2023,2
129,2021-12-15,Annual,3,2.26,2.51,High,6,No,2021,4
129,2022-06-15,Mid-Year,3,2.6,2.58,Medium,6,No,2022,2
129,2022-12-15,Annual,3,2.65,1.78,Medium,6,No,2022,4
129,2023-06-15,Mid-Year,4,3.69,3.88,Medium,10,No,2023,2
131,2021-12-15,Annual,3,3.12,3.07,Low,6,No,2021,4
131,2022-06-15,Mid-Year,3,2.49,3.04,High,6,No,2022,2
131,2022-12-15,Annual,3,2.71,2.74,Medium,6,Yes,2022,4
131,2023-06-15,Mid-Year,3,2.83,2.36,High,6,No,2023,2
132,2021-12-15,Annual,3,2.72,2.6,High,6,No,2021,4
132,2022-06-15,Mid-Year,3,2.29,2.1,Medium,6,No,2022,2
132,2022-12-15,Annual,2,1.45,1.34,High,3,No,2022,4
132,2023-06-15,Mid-Year,3,2.48,3.47,Medium,6,No,2023,2
133,2021-12-15,Annual,3,2.81,1.86,High,6,No,2021,4
133,2022-06-15,Mid-Year,3,2.14,2.25,High,6,No,2022,2
133,2022-12-15,Annual,1,1.0,1.69,Medium,0,No,2022,4
133,2023-06-15,Mid-Year,4,2.6,2.95,Medium,10,No,2023,2
134,2021-12-15,Annual,3,2.52,2.2,High,6,No,2021,4
134,2022-06-15,Mid-Year,3,2.65,2.75,Medium,6,No,2022,2
134,2022-12-15,Annual,3,2.27,2.28,High,6,Yes,2022,4
134,2023-06-15,Mid-Year,4,3.8,2.32,Medium,10,No,2023,2
137,2021-12-15,Annual,3,1.83,2.44,High,6,No,2021,4
137,2022-06-15,Mid-Year,3,1.71,3.29,Low,6,No,2022,2
137,2022-12-15,Annual,1,1.0,1.0,Medium,0,No,2022,4
137,2023-06-15,Mid-Year,5,4.16,3.48,Medium,15,No,2023,2
138,2021-12-15,Annual,3,2.26,1.64,Medium,6,No,2021,4
138,2022-06-15,Mid-Year,3,2.2,3.21,Low,6,No,2022,2
138,2022-12-15,Annual,4,3.22,3.17,High,10,No,2022,4
138,2023-06-15,Mid-Year,3,2.42,2.26,Medium,6,Yes,2023,2
139,2021-12-15,Annual,5,4.36,4.4,Medium,15,No,2021,4
139,2022-06-15,Mid-Year,4,2.78,3.33,Medium,10,No,2022,2
139,2022-12-15,Annual,3,2.72,3.1,Low,6,No,2022,4
139,2023-06-15,Mid-Year,3,2.24,2.68,Medium,6,No,2023,2
140,2021-12-15,Annual,2,1.5,2.34,Low,3,No,2021,4
140,2022-06-15,Mid-Year,4,3.32,2.87,High,10,No,2022,2
140,2022-12-15,Annual,3,2.12,2.31,Medium,6,No,2022,4
140,2023-06-15,Mid-Year,3,2.65,2.39,Medium,6,No,2023,2
141,2021-12-15,Annual,4,3.49,3.69,Medium,10,No,2021,4
141,2022-06-15,Mid-Year,4,3.38,2.98,Medium,10,No,2022,2
141,2022-12-15,Annual,4,2.67,3.45,Medium,10,Yes,2022,4
141,2023-06-15,Mid-Year,3,2.6,2.76,Low,6,No,2023,2
142,2021-12-15,Annual,4,3.12,3.39,High,10,No,2021,4
142,2022-06-15,Mid-Year,3,2.64,2.42,Medium,6,No,2022,2
142,2022-12-15,Annual,4,2.88,2.69,Medium,10,No,2022,4
142,2023-06-15,Mid-Year,4,3.29,3.85,Medium,10,No,2023,2
143,2021-12-15,Annual,4,3.15,4.49,Medium,10,No,2021,4
143,2022-06-15,Mid-Year,3,2.37,2.52,High,6,No,2022,2
143,2022-12-15,Annual,4,3.01,3.84,Medium,10,No,2022,4
143,2023-06-15,Mid-Year,4,3.07,3.84,Low,10,No,2023,2
144,2021-12-15,Annual,3,2.3,2.47,Low,6,No,2021,4
144,2022-06-15,Mid-Year,1,1.0,1.0,Low,0,No,2022,2
144,2022-12-15,Annual,3,2.55,3.27,Medium,6,No,2022,4
144,2023-06-15,Mid-Year,4,3.65,3.07,Low,10,No,2023,2
145,2021-12-15,Annual,3,2.6,3.01,Medium,6,No,2021,4
145,2022-06-15,Mid-Year,4,2.85,4.67,Low,10,No,2022,2
145,2022-12-15,Annual,2,1.74,1.69,High,3,Yes,2022,4
145,2023-06-15,Mid-Year,4,3.89,4.34,Low,10,No,2023,2
147,2021-12-15,Annual,2,1.34,1.0,Medium,3,No,2021,4
147,2022-06-15,Mid-Year,3,2.4,2.68,Medium,6,No,2022,2
147,2022-12-15,Annual,3,2.23,2.63,High,6,No,2022,4
147,2023-06-15,Mid-Year,5,4.63,4.63,High,15,No,2023,2
148,2021-12-15,Annual,3,1.73,2.28,Low,6,No,2021,4
148,2022-06-15,Mid-Year,4,2.99,2.96,Medium,10,No,2022,2
148,2022-12-15,Annual,1,1.0,1.09,Low,0,No,2022,4
148,2023-06-15,Mid-Year,4,2.96,3.07,Medium,10,No,2023,2
150,2021-12-15,Annual,3,1.69,1.96,Medium,6,No,2021,4
150,2022-06-15,Mid-Year,4,3.64,3.81,Low,10,No,2022,2
150,2022-12-15,Annual,4,3.68,3.74,Medium,10,No,2022,4
150,2023-06-15,Mid-Year,3,2.03,2.68,High,6,No,2023,2
151,2021-12-15,Annual,3,2.81,2.65,High,6,No,2021,4
151,2022-06-15,Mid-Year,4,2.73,3.06,Low,10,No,2022,2
151,2022-12-15,Annual,3,1.83,3.08,Low,6,No,2022,4
151,2023-06-15,Mid-Year,1,1.08,1.0,Low,0,No,2023,2
152,2021-12-15,Annual,3,2.61,2.95,Medium,6,No,2021,4
152,2022-06-15,Mid-Year,3,2.43,3.23,Medium,6,No,2022,2
152,2022-12-15,Annual,3,2.21,2.23,Low,6,No,2022,4
152,2023-06-15,Mid-Year,3,1.86,3.5,Medium,6,No,2023,2
153,2021-12-15,Annual,3,2.57,2.65,Medium,6,No,2021,4
153,2022-06-15,Mid-Year,3,2.93,2.16,Medium,6,No,2022,2
153,2022-12-15,Annual,2,1.76,1.39,High,3,No,2022,4
153,2023-06-15,Mid-Year,5,4.09,4.59,Medium,15,No,2023,2
154,2021-12-15,Annual,3,3.14,2.35,Low,6,No,2021,4
154,2022-06-15,Mid-Year,3,2.56,2.96,High,6,No,2022,2
154,2022-12-15,Annual,3,1.98,2.13,Medium,6,No,2022,4
154,2023-06-15,Mid-Year,3,2.61,1.7,Low,6,No,2023,2
155,2021-12-15,Annual,3,2.44,2.2,Low,6,No,2021,4
155,2022-06-15,Mid-Year,3,2.96,3.02,Medium,6,No,2022,2
155,2022-12-15,Annual,2,1.76,1.38,Medium,3,Yes,2022,4
155,2023-06-15,Mid-Year,4,3.57,3.32,Medium,10,No,2023,2
158,2021-12-15,Annual,3,2.95,2.27,High,6,No,2021,4
158,2022-06-15,Mid-Year,1,1.0,1.0,Medium,0,No,2022,2
158,2022-12-15,Annual,3,2.16,3.59,Medium,6,No,2022,4
158,2023-06-15,Mid-Year,5,3.44,4.35,Medium,15,No,2023,2
159,2021-12-15,Annual,1,1.1,1.0,Medium,0,No,2021,4
159,2022-06-15,Mid-Year,2,1.99,1.82,High,3,No,2022,2
159,2022-12-15,Annual,5,3.56,4.76,Medium,15,No,2022,4
159,2023-06-15,Mid-Year,4,2.91,2.82,Medium,10,No,2023,2
160,2021-12-15,Annual,2,1.83,2.16,Medium,3,No,2021,4
160,2022-06-15,Mid-Year,3,3.09,2.87,Medium,6,Yes,2022,2
160,2022-12-15,Annual,3,2.32,2.73,Medium,6,No,2022,4
160,2023-06-15,Mid-Year,3,2.64,2.71,Medium,6,No,2023,2
161,2021-12-15,Annual,3,2.28,2.51,Medium,6,No,2021,4
161,2022-06-15,Mid-Year,3,2.05,3.25,Medium,6,No,2022,2
161,2022-12-15,Annual,3,1.88,2.75,Medium,6,No,2022,4
161,2023-06-15,Mid-Year,3,1.98,2.24,Medium,6,Yes,2023,2
162,2021-12-15,Annual,3,2.09,2.03,High,6,No,2021,4
162,2022-06-15,Mid-Year,3,2.1,2.22,Medium,6,No,2022,2
162,2022-12-15,Annual,3,2.18,2.59,Medium,6,No,2022,4
162,2023-06-15,Mid-Year,4,3.81,3.88,Medium,10,Yes,2023,2
163,2021-12-15,Annual,4,3.53,3.43,Medium,10,No,2021,4
163,2022-06-15,Mid-Year,3,2.23,2.73,Low,6,No,2022,2
163,2022-12-15,Annual,3,1.92,2.15,Medium,6,Yes,2022,4
163,2023-06-15,Mid-Year,3,2.39,2.74,Medium,6,No,2023,2
164,2021-12-15,Annual,3,2.59,2.76,Medium,6,No,2021,4
164,2022-06-15,Mid-Year,3,2.38,2.91,Medium,6,Yes,2022,2
164,2022-12-15,Annual,2,1.27,1.42,Medium,3,Yes,2022,4
164,2023-06-15,Mid-Year,2,1.51,1.79,Medium,3,No,2023,2
165,2021-12-15,Annual,3,2.11,2.08,High,6,No,2021,4
165,2022-06-15,Mid-Year,5,4.94,3.8,Medium,15,No,2022,2
165,2022-12-15,Annual,4,2.55,3.93,High,10,No,2022,4
165,2023-06-15,Mid-Year,3,2.28,2.62,Medium,6,No,2023,2
167,2021-12-15,Annual,3,2.28,2.3,Medium,6,No,2021,4
167,2022-06-15,Mid-Year,3,2.39,3.85,Medium,6,No,2022,2
167,2022-12-15,Annual,3,1.35,2.68,Medium,6,No,2022,4
167,2023-06-15,Mid-Year,3,2.61,1.47,Low,6,No,2023,2
169,2021-12-15,Annual,3,3.04,2.42,High,6,No,2021,4
169,2022-06-15,Mid-Year,3,2.13,2.6,High,6,No,2022,2
169,2022-12-15,Annual,4,3.5,3.71,Medium,10,No,2022,4
169,2023-06-15,Mid-Year,3,2.93,2.87,Medium,6,No,2023,2
170,2021-12-15,Annual,3,3.17,3.2,High,6,No,2021,4
170,2022-06-15,Mid-Year,3,1.96,2.46,Medium,6,No,2022,2
170,2022-12-15,Annual,3,2.04,2.37,Medium,6,No,2022,4
170,2023-06-15,Mid-Year,2,1.8,1.24,Medium,3,No,2023,2
171,2021-12-15,Annual,3,2.92,2.5,Medium,6,No,2021,4
171,2022-06-15,Mid-Year,3,2.01,2.51,Medium,6,No,2022,2
171,2022-12-15,Annual,3,2.46,2.59,Medium,6,Yes,2022,4
171,2023-06-15,Mid-Year,1,1.0,1.07,Medium,0,No,2023,2
174,2021-12-15,Annual,4,2.95,3.29,Medium,10,No,2021,4
174,2022-06-15,Mid-Year,3,2.75,2.56,High,6,No,2022,2
174,2022-12-15,Annual,2,1.8,1.74,Medium,3,No,2022,4
174,2023-06-15,Mid-Year,1,1.0,1.0,High,0,No,2023,2
175,2021-12-15,Annual,4,3.52,3.48,Medium,10,No,2021,4
175,2022-06-15,Mid-Year,3,2.25,2.74,Medium,6,No,2022,2
175,2022-12-15,Annual,3,2.49,2.95,Medium,6,No,2022,4
175,2023-06-15,Mid-Year,3,2.77,3.43,Medium,6,No,2023,2
176,2021-12-15,Annual,5,3.37,3.77,Low,15,No,2021,4
176,2022-06-15,Mid-Year,3,1.41,2.35,High,6,No,2022,2
176,2022-12-15,Annual,3,3.12,2.01,High,6,No,2022,4
176,2023-06-15,Mid-Year,3,2.59,2.47,Medium,6,No,2023,2
177,2021-12-15,Annual,4,2.86,3.25,Low,10,No,2021,4
177,2022-06-15,Mid-Year,3,2.69,1.59,Medium,6,No,2022,2
177,2022-12-15,Annual,3,2.17,2.43,Medium,6,Yes,2022,4
177,2023-06-15,Mid-Year,4,3.59,3.56,Medium,10,Yes,2023,2
178,2021-12-15,Annual,3,2.75,2.09,Low,6,No,2021,4
178,2022-06-15,Mid-Year,3,2.74,2.29,High,6,Yes,2022,2
178,2022-12-15,Annual,4,2.32,3.43,Medium,10,No,2022,4
178,2023-06-15,Mid-Year,4,3.89,4.05,Medium,10,Yes,2023,2
179,2021-12-15,Annual,4,3.23,4.04,Medium,10,No,2021,4
179,2022-06-15,Mid-Year,4,3.38,3.83,Medium,10,No,2022,2
179,2022-12-15,Annual,3,2.97,2.06,High,6,No,2022,4
179,2023-06-15,Mid-Year,3,2.68,2.25,High,6,No,2023,2
182,2021-12-15,Annual,3,2.06,2.37,Medium,6,No,2021,4
182,2022-06-15,Mid-Year,4,3.48,2.88,Medium,10,Yes,2022,2
182,2022-12-15,Annual,3,2.12,2.97,Medium,6,No,2022,4
182,2023-06-15,Mid-Year,3,2.26,2.38,Low,6,No,2023,2
183,2021-12-15,Annual,3,1.61,2.48,Medium,6,No,2021,4
183,2022-06-15,Mid-Year,3,2.17,2.13,High,6,Yes,2022,2
183,2022-12-15,Annual,3,1.8,3.32,Medium,6,No,2022,4
183,2023-06-15,Mid-Year,4,3.43,3.19,Medium,10,No,2023,2
184,2021-12-15,Annual,3,2.66,1.93,High,6,No,2021,4
184,2022-06-15,Mid-Year,4,2.84,4.1,Medium,10,No,2022,2
184,2022-12-15,Annual,3,2.6,3.67,High,6,No,2022,4
184,2023-06-15,Mid-Year,3,2.6,2.18,High,6,No,2023,2
190,2021-12-15,Annual,1,1.0,1.41,High,0,No,2021,4
190,2022-06-15,Mid-Year,3,2.75,2.24,High,6,No,2022,2
190,2022-12-15,Annual,3,2.73,3.4,Medium,6,No,2022,4
190,2023-06-15,Mid-Year,2,1.95,1.47,Medium,3,No,2023,2
192,2021-12-15,Annual,2,1.64,1.01,High,3,No,2021,4
192,2022-06-15,Mid-Year,3,2.15,2.04,Medium,6,No,2022,2
192,2022-12-15,Annual,2,1.73,1.54,Medium,3,No,2022,4
192,2023-06-15,Mid-Year,4,3.63,3.84,High,10,No,2023,2
193,2021-12-15,Annual,4,2.92,3.42,Medium,10,No,2021,4
193,2022-06-15,Mid-Year,2,1.9,2.12,Medium,3,No,2022,2
193,2022-12-15,Annual,3,2.61,2.4,Medium,6,No,2022,4
193,2023-06-15,Mid-Year,2,1.96,1.67,Medium,3,No,2023,2
194,2021-12-15,Annual,3,2.03,2.78,Medium,6,No,2021,4
194,2022-06-15,Mid-Year,3,2.18,2.76,Medium,6,No,2022,2
194,2022-12-15,Annual,3,2.6,2.08,High,6,No,2022,4
194,2023-06-15,Mid-Year,1,1.33,1.0,Medium,0,No,2023,2
195,2021-12-15,Annual,3,2.55,2.6,High,6,No,2021,4
195,2022-06-15,Mid-Year,3,2.0,3.37,Medium,6,No,2022,2
195,2022-12-15,Annual,5,3.91,5.0,Low,15,No,2022,4
195,2023-06-15,Mid-Year,3,2.77,3.1,Medium,6,No,2023,2
197,2021-12-15,Annual,2,1.33,2.82,Medium,3,No,2021,4
197,2022-06-15,Mid-Year,3,1.74,2.78,Medium,6,No,2022,2
197,2022-12-15,Annual,3,2.33,2.5,Medium,6,No,2022,4
197,2023-06-15,Mid-Year,3,2.62,2.69,Medium,6,Yes,2023,2
198,2021-12-15,Annual,3,3.33,3.43,Low,6,No,2021,4
198,2022-06-15,Mid-Year,4,2.86,4.07,High,10,No,2022,2
198,2022-12-15,Annual,3,2.48,3.09,Medium,6,No,2022,4
198,2023-06-15,Mid-Year,3,2.22,2.37,Medium,6,No,2023,2
199,2021-12-15,Annual,2,2.12,1.92,Medium,3,No,2021,4
199,2022-06-15,Mid-Year,3,2.04,2.4,Medium,6,No,2022,2
199,2022-12-15,Annual,3,1.55,2.36,High,6,No,2022,4
199,2023-06-15,Mid-Year,4,2.72,2.54,Low,10,No,2023,2
200,2021-12-15,Annual,3,2.33,2.02,Low,6,No,2021,4
200,2022-06-15,Mid-Year,3,3.39,2.69,High,6,No,2022,2
200,2022-12-15,Annual,3,2.29,1.75,High,6,No,2022,4
200,2023-06-15,Mid-Year,2,2.39,1.74,Medium,3,Yes,2023,2
201,2021-12-15,Annual,4,3.38,3.07,Medium,10,No,2021,4
201,2022-06-15,Mid-Year,4,2.92,3.56,Medium,10,No,2022,2
201,2022-12-15,Annual,4,3.27,2.3,Medium,10,No,2022,4
201,2023-06-15,Mid-Year,3,2.42,3.45,High,6,No,2023,2
202,2021-12-15,Annual,4,3.04,3.64,Medium,10,No,2021,4
202,2022-06-15,Mid-Year,2,1.9,1.77,Medium,3,No,2022,2
202,2022-12-15,Annual,3,2.98,2.81,Medium,6,No,2022,4
202,2023-06-15,Mid-Year,3,2.82,2.18,Medium,6,Yes,2023,2
204,2021-12-15,Annual,3,2.32,2.12,Medium,6,No,2021,4
204,2022-06-15,Mid-Year,4,3.74,1.92,High,10,No,2022,2
204,2022-12-15,Annual,3,2.03,2.75,Medium,6,No,2022,4
204,2023-06-15,Mid-Year,2,1.57,2.63,Medium,3,No,2023,2
205,2021-12-15,Annual,3,2.0,1.99,Low,6,Yes,2021,4
205,2022-06-15,Mid-Year,3,3.23,2.25,Low,6,No,2022,2
205,2022-12-15,Annual,3,2.23,3.07,Medium,6,No,2022,4
205,2023-06-15,Mid-Year,3,2.59,3.49,Medium,6,No,2023,2
206,2021-12-15,Annual,3,2.47,2.39,Low,6,Yes,2021,4
206,2022-06-15,Mid-Year,2,2.5,2.46,Medium,3,No,2022,2
206,2022-12-15,Annual,3,2.42,2.09,Low,6,No,2022,4
206,2023-06-15,Mid-Year,3,2.09,2.71,Medium,6,No,2023,2
207,2021-12-15,Annual,3,2.74,2.64,Medium,6,No,2021,4
207,2022-06-15,Mid-Year,2,1.49,2.09,High,3,No,2022,2
207,2022-12-15,Annual,4,2.8,4.55,Low,10,No,2022,4
207,2023-06-15,Mid-Year,3,2.42,3.36,Medium,6,No,2023,2
208,2021-12-15,Annual,3,2.64,2.27,Medium,6,No,2021,4
208,2022-06-15,Mid-Year,3,2.06,2.31,Medium,6,Yes,2022,2
208,2022-12-15,Annual,5,3.91,4.13,High,15,No,2022,4
208,2023-06-15,Mid-Year,3,1.53,2.94,High,6,Yes,2023,2
211,2021-12-15,Annual,3,2.91,1.68,Medium,6,No,2021,4
211,2022-06-15,Mid-Year,3,2.54,2.58,Medium,6,No,2022,2
211,2022-12-15,Annual,5,4.53,3.76,Medium,15,No,2022,4
211,2023-06-15,Mid-Year,3,2.38,1.78,Medium,6,No,2023,2
214,2021-12-15,Annual,3,2.55,1.98,Medium,6,No,2021,4
214,2022-06-15,Mid-Year,3,2.68,2.89,Medium,6,No,2022,2
214,2022-12-15,Annual,4,4.33,3.38,Medium,10,Yes,2022,4
214,2023-06-15,Mid-Year,4,3.01,3.73,Low,10,No,2023,2
215,2021-12-15,Annual,3,2.55,2.19,Medium,6,No,2021,4
215,2022-06-15,Mid-Year,2,1.69,1.24,Medium,3,Yes,2022,2
215,2022-12-15,Annual,4,3.07,2.52,Medium,10,Yes,2022,4
215,2023-06-15,Mid-Year,1,1.0,1.61,Low,0,Yes,2023,2
216,2021-12-15,Annual,1,1.0,1.0,Medium,0,No,2021,4
216,2022-06-15,Mid-Year,3,3.02,2.9,Medium,6,No,2022,2
216,2022-12-15,Annual,3,2.54,2.29,Low,6,No,2022,4
216,2023-06-15,Mid-Year,3,2.2,2.09,High,6,No,2023,2
217,2021-12-15,Annual,3,2.51,2.87,Medium,6,No,2021,4
217,2022-06-15,Mid-Year,3,2.57,2.86,Low,6,No,2022,2
217,2022-12-15,Annual,3,1.98,1.33,Low,6,No,2022,4
217,2023-06-15,Mid-Year,3,1.69,3.77,High,6,No,2023,2
218,2021-12-15,Annual,4,2.36,3.89,Low,10,No,2021,4
218,2022-06-15,Mid-Year,3,1.86,2.5,Medium,6,No,2022,2
218,2022-12-15,Annual,3,2.02,2.82,Medium,6,Yes,2022,4
218,2023-06-15,Mid-Year,3,2.48,2.04,High,6,Yes,2023,2
221,2021-12-15,Annual,3,2.54,3.01,Low,6,Yes,2021,4
221,2022-06-15,Mid-Year,3,2.54,2.32,Medium,6,No,2022,2
221,2022-12-15,Annual,3,2.67,2.06,Low,6,No,2022,4
221,2023-06-15,Mid-Year,3,2.61,2.14,Medium,6,No,2023,2
223,2021-12-15,Annual,4,3.27,2.68,High,10,No,2021,4
223,2022-06-15,Mid-Year,4,2.87,2.8,High,10,No,2022,2
223,2022-12-15,Annual,3,2.09,2.08,Medium,6,No,2022,4
223,2023-06-15,Mid-Year,5,4.62,3.98,Medium,15,No,2023,2
224,2021-12-15,Annual,3,2.72,2.68,Medium,6,No,2021,4
224,2022-06-15,Mid-Year,3,2.68,2.38,Medium,6,No,2022,2
224,2022-12-15,Annual,3,2.75,1.58,Medium,6,No,2022,4
224,2023-06-15,Mid-Year,3,1.77,2.16,High,6,No,2023,2
226,2021-12-15,Annual,3,2.9,3.7,Medium,6,No,2021,4
226,2022-06-15,Mid-Year,2,1.0,1.39,Low,3,No,2022,2
226,2022-12-15,Annual,3,2.05,3.56,High,6,No,2022,4
226,2023-06-15,Mid-Year,3,2.75,2.92,High,6,No,2023,2
227,2021-12-15,Annual,1,1.0,1.07,High,0,No,2021,4
227,2022-06-15,Mid-Year,4,3.45,3.55,Medium,10,No,2022,2
227,2022-12-15,Annual,3,2.92,1.29,Medium,6,No,2022,4
227,2023-06-15,Mid-Year,3,2.83,3.62,Medium,6,No,2023,2
228,2021-12-15,Annual,2,1.58,1.41,Medium,3,No,2021,4
228,2022-06-15,Mid-Year,3,1.86,2.71,Medium,6,No,2022,2
228,2022-12-15,Annual,3,2.56,1.47,Medium,6,No,2022,4
228,2023-06-15,Mid-Year,3,2.62,2.25,Medium,6,No,2023,2
230,2021-12-15,Annual,3,1.96,1.71,Low,6,No,2021,4
230,2022-06-15,Mid-Year,3,2.32,2.34,Medium,6,No,2022,2
230,2022-12-15,Annual,3,1.55,3.08,Low,6,No,2022,4
230,2023-06-15,Mid-Year,3,2.3,2.02,High,6,No,2023,2
231,2021-12-15,Annual,3,2.2,2.38,High,6,No,2021,4
231,2022-06-15,Mid-Year,2,1.3,1.0,High,3,No,2022,2
231,2022-12-15,Annual,4,3.89,3.07,High,10,No,2022,4
231,2023-06-15,Mid-Year,3,2.09,2.15,Medium,6,No,2023,2
233,2021-12-15,Annual,3,2.23,1.61,High,6,No,2021,4
233,2022-06-15,Mid-Year,1,1.54,1.0,Medium,0,Yes,2022,2
233,2022-12-15,Annual,3,2.52,1.95,Medium,6,No,2022,4
233,2023-06-15,Mid-Year,3,2.11,2.82,Low,6,No,2023,2
235,2021-12-15,Annual,3,1.94,3.11,High,6,Yes,2021,4
235,2022-06-15,Mid-Year,1,1.0,1.0,High,0,No,2022,2
235,2022-12-15,Annual,1,1.0,1.14,Medium,0,No,2022,4
235,2023-06-15,Mid-Year,3,1.78,2.84,Low,6,No,2023,2
238,2021-12-15,Annual,3,2.08,2.27,Medium,6,No,2021,4
238,2022-06-15,Mid-Year,3,2.43,2.79,Low,6,No,2022,2
238,2022-12-15,Annual,4,3.46,2.98,Medium,10,No,2022,4
238,2023-06-15,Mid-Year,5,4.51,4.86,Low,15,Yes,2023,2
239,2021-12-15,Annual,3,2.91,2.4,Medium,6,No,2021,4
239,2022-06-15,Mid-Year,3,2.1,2.47,High,6,No,2022,2
239,2022-12-15,Annual,2,1.0,1.64,Medium,3,No,2022,4
239,2023-06-15,Mid-Year,1,1.0,1.0,High,0,No,2023,2
240,2021-12-15,Annual,3,2.12,2.47,Medium,6,Yes,2021,4
240,2022-06-15,Mid-Year,5,3.94,4.92,Medium,15,No,2022,2
240,2022-12-15,Annual,5,4.3,4.28,Medium,15,Yes,2022,4
240,2023-06-15,Mid-Year,3,2.72,2.53,High,6,No,2023,2
241,2021-12-15,Annual,3,2.24,3.01,Medium,6,No,2021,4
241,2022-06-15,Mid-Year,3,1.82,2.21,Low,6,Yes,2022,2
241,2022-12-15,Annual,4,3.27,3.7,Low,10,No,2022,4
241,2023-06-15,Mid-Year,3,3.15,2.3,High,6,No,2023,2
242,2021-12-15,Annual,4,3.54,3.67,Low,10,No,2021,4
242,2022-06-15,Mid-Year,3,2.18,1.89,High,6,No,2022,2
242,2022-12-15,Annual,4,3.75,2.8,Medium,10,No,2022,4
242,2023-06-15,Mid-Year,3,2.51,2.45,Medium,6,Yes,2023,2
243,2021-12-15,Annual,3,1.97,2.67,Medium,6,No,2021,4
243,2022-06-15,Mid-Year,3,2.48,3.01,Medium,6,No,2022,2
243,2022-12-15,Annual,3,3.29,2.16,Medium,6,No,2022,4
243,2023-06-15,Mid-Year,2,1.13,1.68,High,3,No,2023,2
244,2021-12-15,Annual,3,2.34,1.2,Medium,6,No,2021,4
244,2022-06-15,Mid-Year,3,2.72,1.7,Medium,6,Yes,2022,2
244,2022-12-15,Annual,3,1.99,2.29,High,6,No,2022,4
244,2023-06-15,Mid-Year,1,1.38,1.33,Low,0,No,2023,2
245,2021-12-15,Annual,3,2.18,1.59,Medium,6,No,2021,4
245,2022-06-15,Mid-Year,3,2.06,1.85,Medium,6,No,2022,2
245,2022-12-15,Annual,5,3.3,4.84,Medium,15,No,2022,4
245,2023-06-15,Mid-Year,3,2.82,2.83,Low,6,No,2023,2
246,2021-12-15,Annual,3,2.07,3.35,Medium,6,No,2021,4
246,2022-06-15,Mid-Year,3,3.09,2.38,Medium,6,No,2022,2
246,2022-12-15,Annual,5,4.62,5.0,High,15,Yes,2022,4
246,2023-06-15,Mid-Year,4,3.12,4.36,Medium,10,No,2023,2
247,2021-12-15,Annual,1,1.2,1.0,High,0,No,2021,4
247,2022-06-15,Mid-Year,2,1.68,1.18,Medium,3,No,2022,2
247,2022-12-15,Annual,4,3.1,4.38,High,10,No,2022,4
247,2023-06-15,Mid-Year,3,2.84,3.23,Medium,6,No,2023,2
248,2021-12-15,Annual,3,2.24,2.62,Medium,6,No,2021,4
248,2022-06-15,Mid-Year,3,2.17,2.03,High,6,No,2022,2
248,2022-12-15,Annual,4,3.51,3.38,Medium,10,Yes,2022,4
248,2023-06-15,Mid-Year,5,3.74,4.5,Medium,15,No,2023,2
249,2021-12-15,Annual,3,2.3,2.78,Low,6,No,2021,4
249,2022-06-15,Mid-Year,4,2.8,4.04,Medium,10,No,2022,2
249,2022-12-15,Annual,4,2.97,3.11,Low,10,No,2022,4
249,2023-06-15,Mid-Year,4,3.23,3.42,Low,10,No,2023,2
250,2021-12-15,Annual,2,1.0,1.77,Medium,3,No,2021,4
250,2022-06-15,Mid-Year,2,1.16,2.69,Medium,3,No,2022,2
250,2022-12-15,Annual,4,3.66,2.48,Low,10,No,2022,4
250,2023-06-15,Mid-Year,5,3.66,4.32,Medium,15,No,2023,2
252,2021-12-15,Annual,3,3.36,2.71,Medium,6,No,2021,4
252,2022-06-15,Mid-Year,3,2.59,3.66,Low,6,No,2022,2
252,2022-12-15,Annual,5,3.88,4.66,Medium,15,No,2022,4
252,2023-06-15,Mid-Year,2,1.99,1.82,Medium,3,Yes,2023,2
253,2021-12-15,Annual,2,1.96,1.0,High,3,No,2021,4
253,2022-06-15,Mid-Year,2,2.25,1.24,Medium,3,No,2022,2
253,2022-12-15,Annual,3,2.45,1.51,High,6,No,2022,4
253,2023-06-15,Mid-Year,3,3.04,3.68,Medium,6,No,2023,2
